date,entry_time,symbol,qty,entry,stop,target,why_in,score,change_pct_at_entry,volume_x,turnover_cr,adv_cr,sector,mechanism,high_after_entry,low_after_entry,exit_time,exit,why_out
2026-07-27,09:30,LALPATHLAB,19,1880.0,1802.2,2035.6,"up 4.3%, sector unknown, 1.8x its normal volume — reported results 3 sessions ago -- Outcome of Board Meeting Dr. Lal Path Labs Ltd. has submitted to the E",6.75,4.316945954943955,1.82,97.575008,53.7,,reported results 3 sessions ago -- Outcome of Board Meeting Dr. Lal Path Labs Ltd. has submitted to the E,1886.5,1816.0,15:28,1822.5,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-27,09:40,PVRINOX,31,1121.2,1073.4,1216.8,"up 4.1%, sector unknown, 1.5x its normal volume — reported results 4 sessions ago -- Outcome of Board Meeting PVR INOX Limited has submitted to the Exchang",6.0,4.10399257195915,1.52,44.22416432000001,29.1,,reported results 4 sessions ago -- Outcome of Board Meeting PVR INOX Limited has submitted to the Exchang,1136.05,1105.8,15:28,1120.15,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-27,09:45,KFINTECH,33,906.65,862.5,994.95,"up 4.2%, sector unknown, 1.9x its normal volume — reported results 3 sessions ago -- Financial Results",7.08,4.218633254784749,1.95,73.74654834,37.8,,reported results 3 sessions ago -- Financial Results,955.0,896.3,15:28,950.0,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-27,09:45,CARTRADE,9,2847.1,2696.4,3148.5,"up 5.6%, sector unknown, 1.6x its normal volume — results due in 2 day(s) -- Outcome of Board Meeting Cartrade Tech Limited has submitted",6.05,5.588933392671704,1.62,101.87834871999999,63.1,,results due in 2 day(s) -- Outcome of Board Meeting Cartrade Tech Limited has submitted,3015.0,2830.9,15:28,2986.5,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-27,10:05,CONCOR,65,497.5,474.45,543.6,"up 4.4%, sector unknown, 1.7x its normal volume — reported results 3 sessions ago -- Outcome of Board Meeting Container Corporation Of India Limited has su",6.42,4.440012595780408,1.69,120.42858125,71.3,,reported results 3 sessions ago -- Outcome of Board Meeting Container Corporation Of India Limited has su,515.3,496.8,15:28,509.65,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-28,09:30,LODHA,41,1265.65,1229.4,1338.15,"up 2.9%, sector unknown, 1.6x its normal volume — reported results 4 sessions ago -- Outcome of Board Meeting Lodha Developers Limited has submitted to the",6.12,2.9485928095005693,1.57,201.00167345000003,128.2,,reported results 4 sessions ago -- Outcome of Board Meeting Lodha Developers Limited has submitted to the,1315.0,1258.55,15:27,1313.3,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-28,09:40,ZENSARTECH,99,535.15,520.0,565.45,"up 2.7%, sector unknown, 1.5x its normal volume — results due in 1 day(s) -- Outcome of Board Meeting Zensar Technologies Limited has sub",5.8,2.6568194897371997,1.52,58.235076514999996,38.2,,results due in 1 day(s) -- Outcome of Board Meeting Zensar Technologies Limited has sub,539.85,523.05,15:27,524.6,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-28,09:45,NEWGEN,59,536.5,511.45,586.6,"up 4.7%, sector unknown, 2.8x its normal volume — unexplained -- 2.8x its normal volume, no published reason yet",8.32,4.7033567525370845,2.77,152.69428435,55.2,,"unexplained -- 2.8x its normal volume, no published reason yet",537.1,520.8,15:27,525.0,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-28,09:45,COFORGE,19,1661.6,1585.2,1814.4,"up 4.6%, sector unknown, 1.6x its normal volume — reported results yesterday -- Board Meeting Intimation",6.12,4.562330879113964,1.57,613.3663472,390.9,,reported results yesterday -- Board Meeting Intimation,1692.2,1660.6,15:27,1680.1,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-28,09:45,INTELLECT,63,747.3,723.5,794.9,"up 3.1%, sector unknown, 1.6x its normal volume — results due in 3 day(s) -- Outcome of Board Meeting Intellect Design Arena Limited has",6.05,3.075862068965511,1.62,35.09806545,21.6,,results due in 3 day(s) -- Outcome of Board Meeting Intellect Design Arena Limited has,753.3,722.15,13:18,723.5,HARD STOP -- price traded down through the seed stop
